"source","target","value"
"Brevard","Indian River",50.49
"Brevard","Orange",95.89
"Brevard","Osceola",62.55
"Brevard","Seminole",37.9
"Indian River","Brevard",42.06
"Lake","Orange",444.69
"Lake","Polk",24.93
"Lake","Sumter",399.11
"Lake","Volusia",60.41
"Orange","Brevard",337.21
"Orange","Indian River",60.68
"Orange","Lake",115.21
"Orange","Osceola",636.99
"Orange","Polk",440.54
"Orange","Seminole",1612.2
"Orange","Sumter",83.36
"Orange","Volusia",327.56
"Osceola","Lake",18.19
"Osceola","Orange",591.79
"Osceola","Polk",410.21
"Polk","Indian River",49.37
"Polk","Orange",140.84
"Polk","Osceola",194.33
"Polk","Seminole",24.96
"Polk","Sumter",22.77
"Polk","Volusia",74.98
"Seminole","Brevard",48.85
"Seminole","Lake",27.99
"Seminole","Orange",948.48
"Seminole","Osceola",67.06
"Seminole","Polk",43.99
"Seminole","Volusia",203.93
"Sumter","Lake",196.72
"Sumter","Orange",35.72
"Sumter","Osceola",24.14
"Sumter","Volusia",47.77
"Volusia","Brevard",66.06
"Volusia","Indian River",39.12
"Volusia","Orange",209.93
"Volusia","Osceola",22.44
"Volusia","Seminole",63.37
"Volusia","Sumter",24.96
