"source","target","value"
"Brevard","Orange",210.15
"Brevard","Seminole",21.34
"Lake","Orange",60.46
"Lake","Osceola",27
"Lake","Seminole",46.22
"Lake","Sumter",68.27
"Orange","Brevard",3797.79
"Orange","Indian River",197.24
"Orange","Lake",7879.36
"Orange","Osceola",67255.48
"Orange","Polk",4108.96
"Orange","Seminole",131700.48
"Orange","Sumter",445.62
"Orange","Volusia",3367.42
"Osceola","Brevard",584.03
"Osceola","Indian River",22.41
"Osceola","Lake",875.52
"Osceola","Orange",38236.12
"Osceola","Polk",1779.86
"Osceola","Seminole",2328.8
"Osceola","Sumter",21.14
"Osceola","Volusia",275.24
"Polk","Lake",7.19
"Polk","Orange",239.34
"Polk","Osceola",91.23
"Seminole","Brevard",727.09
"Seminole","Indian River",14.29
"Seminole","Lake",1528.1
"Seminole","Orange",83554.63
"Seminole","Osceola",1820.93
"Seminole","Polk",594.91
"Seminole","Sumter",96.74
"Seminole","Volusia",4666.93
"Sumter","Lake",7.73
"Volusia","Seminole",79.34
