"source","target","value"
"Brevard","Indian River",48.36
"Brevard","Orange",1788.18
"Brevard","Osceola",427.9
"Brevard","Seminole",596.41
"Indian River","Orange",14.13
"Indian River","Osceola",93.4
"Indian River","Seminole",27.58
"Lake","Orange",4273.46
"Lake","Osceola",195.11
"Lake","Polk",8.24
"Lake","Seminole",731.2
"Orange","Brevard",110.49
"Orange","Lake",34.58
"Orange","Osceola",2702.35
"Orange","Seminole",4952.99
"Orange","Volusia",43.84
"Osceola","Brevard",33.31
"Osceola","Orange",1468.1
"Osceola","Polk",76.31
"Osceola","Seminole",46.15
"Polk","Orange",1590.66
"Polk","Osceola",1631.01
"Polk","Seminole",410.22
"Seminole","Brevard",33.31
"Seminole","Orange",3847.89
"Seminole","Osceola",140.88
"Sumter","Lake",62.84
"Sumter","Orange",108.52
"Sumter","Seminole",40.51
"Sumter","Volusia",35.88
"Volusia","Brevard",43.91
"Volusia","Orange",1424.24
"Volusia","Osceola",153.15
"Volusia","Seminole",2658.89
